# Time-averaged data for fix msdDump
# TimeStep c_msdID[4]
495000 0
495015 0.163479
495030 0.376928
495045 0.563516
495060 0.733543
495075 0.888645
495090 1.02738
495105 1.15637
495120 1.273
495135 1.37955
495150 1.48073
495165 1.57406
495180 1.65792
495195 1.73492
495210 1.81198
495225 1.88791
495240 1.9595
495255 2.03213
495270 2.10503
495285 2.17678
495300 2.24961
495315 2.32128
495330 2.3962
495345 2.46878
495360 2.54222
495375 2.61571
495390 2.68732
495405 2.76017
495420 2.82658
495435 2.89102
495450 2.96044
495465 3.02934
495480 3.11014
495495 3.18082
495510 3.24971
495525 3.31776
495540 3.3894
495555 3.45771
495570 3.52669
495585 3.59725
495600 3.66836
495615 3.75354
495630 3.84271
495645 3.92586
495660 4.01084
495675 4.09408
495690 4.17684
495705 4.25623
495720 4.32517
495735 4.38804
495750 4.4633
495765 4.5327
495780 4.60766
495795 4.68386
495810 4.75501
495825 4.82545
495840 4.90074
495855 4.97141
495870 5.04489
495885 5.12194
495900 5.20292
495915 5.28396
495930 5.36413
495945 5.42724
495960 5.48872
495975 5.55143
495990 5.61935
496005 5.67503
496020 5.72074
496035 5.77085
496050 5.82894
496065 5.89706
496080 5.95887
496095 6.02223
496110 6.08743
496125 6.16822
496140 6.23784
496155 6.30031
496170 6.37632
496185 6.44865
496200 6.51958
496215 6.58471
496230 6.64742
496245 6.71289
496260 6.78527
496275 6.86856
496290 6.95045
496305 7.01592
496320 7.08387
496335 7.15047
496350 7.21451
496365 7.27561
496380 7.32943
496395 7.39212
496410 7.46804
496425 7.55058
496440 7.6322
496455 7.69815
496470 7.76173
496485 7.83559
496500 7.91686
496515 7.99241
496530 8.07657
496545 8.16653
496560 8.23043
496575 8.29155
496590 8.37291
496605 8.44141
496620 8.49858
496635 8.56959
496650 8.63521
496665 8.69305
496680 8.7633
496695 8.84845
496710 8.93661
496725 9.0272
496740 9.10591
496755 9.16938
496770 9.23785
496785 9.3166
496800 9.4022
496815 9.48243
496830 9.5684
496845 9.64966
496860 9.7187
496875 9.79226
496890 9.87187
496905 9.94536
496920 10.0173
496935 10.0841
496950 10.1477
496965 10.2161
496980 10.2815
496995 10.3339
497010 10.3981
497025 10.4577
497040 10.5244
497055 10.5901
497070 10.6664
497085 10.7454
497100 10.8203
497115 10.9095
497130 10.9747
497145 11.0457
497160 11.1044
497175 11.1716
497190 11.2345
497205 11.2894
497220 11.3662
497235 11.4389
497250 11.515
497265 11.5839
497280 11.659
497295 11.7216
497310 11.7882
