# Time-averaged data for fix msdDump
# TimeStep c_msdID[4]
105000 0
105015 0.0564015
105030 0.10844
105045 0.146065
105060 0.181313
105075 0.211883
105090 0.23448
105105 0.252759
105120 0.262851
105135 0.267804
105150 0.268529
105165 0.26568
105180 0.261719
105195 0.254169
105210 0.246151
105225 0.238897
105240 0.230755
105255 0.223952
105270 0.218517
105285 0.215479
105300 0.213107
105315 0.210014
105330 0.210044
105345 0.210447
105360 0.211064
105375 0.212872
105390 0.213997
105405 0.215429
105420 0.216323
105435 0.218432
105450 0.218765
105465 0.218802
105480 0.218565
105495 0.217949
105510 0.21827
105525 0.217947
105540 0.216373
105555 0.216057
105570 0.215815
105585 0.216113
105600 0.216384
105615 0.217107
105630 0.218518
105645 0.220071
105660 0.222309
105675 0.222589
105690 0.222318
105705 0.222362
105720 0.222588
105735 0.222535
105750 0.221197
105765 0.219739
105780 0.218846
105795 0.217144
105810 0.215914
105825 0.216569
105840 0.218478
105855 0.220656
105870 0.221142
105885 0.221912
105900 0.22286
105915 0.224015
105930 0.223893
105945 0.223069
105960 0.223919
105975 0.224242
105990 0.22513
106005 0.225086
106020 0.224516
106035 0.223277
106050 0.221904
106065 0.221945
106080 0.221853
106095 0.220777
106110 0.219484
106125 0.220013
106140 0.219922
106155 0.219416
106170 0.217825
106185 0.217767
106200 0.217942
106215 0.217528
106230 0.217052
106245 0.216687
106260 0.217106
106275 0.218255
106290 0.218797
106305 0.220139
106320 0.221645
106335 0.223036
106350 0.224638
106365 0.225878
106380 0.228194
106395 0.228917
106410 0.227947
106425 0.226459
106440 0.225393
106455 0.223612
106470 0.223326
106485 0.223706
106500 0.225231
106515 0.224681
106530 0.224657
106545 0.22488
106560 0.224511
106575 0.224316
106590 0.224126
106605 0.22257
106620 0.222067
106635 0.221269
106650 0.218531
106665 0.21768
106680 0.218094
106695 0.219913
106710 0.220139
106725 0.218852
106740 0.218543
106755 0.217906
106770 0.218635
106785 0.219115
106800 0.219637
106815 0.221001
106830 0.222296
106845 0.222832
106860 0.223703
106875 0.225437
106890 0.226189
106905 0.226419
106920 0.225047
106935 0.224835
106950 0.224884
106965 0.225073
106980 0.224645
106995 0.223579
107010 0.223473
107025 0.225208
107040 0.227319
107055 0.228717
107070 0.227801
107085 0.226709
107100 0.225816
107115 0.225769
107130 0.225514
107145 0.226015
107160 0.22615
107175 0.225445
107190 0.224667
107205 0.222233
107220 0.219885
107235 0.218186
107250 0.217314
107265 0.21839
107280 0.219709
107295 0.220296
107310 0.221753
107325 0.220999
107340 0.21988
107355 0.220138
107370 0.221051
107385 0.221163
107400 0.220775
107415 0.219237
107430 0.217926
107445 0.217753
107460 0.217922
107475 0.217938
107490 0.217888
107505 0.218102
107520 0.216544
107535 0.21655
107550 0.216946
107565 0.217039
107580 0.216861
107595 0.218107
107610 0.221149
107625 0.223812
107640 0.225723
107655 0.227905
107670 0.229661
107685 0.229376
107700 0.227266
107715 0.224482
107730 0.222503
107745 0.221309
107760 0.219249
107775 0.216007
107790 0.213804
107805 0.213635
107820 0.215161
107835 0.21767
107850 0.220743
107865 0.221939
107880 0.221507
107895 0.220194
107910 0.219808
107925 0.220955
107940 0.220942
107955 0.221095
107970 0.221839
107985 0.222732
108000 0.222831
108015 0.22208
108030 0.219765
108045 0.217973
108060 0.216899
108075 0.215549
108090 0.213799
108105 0.213018
108120 0.212422
108135 0.212648
108150 0.213498
108165 0.214081
108180 0.214914
108195 0.214539
108210 0.214793
108225 0.216629
108240 0.217826
108255 0.218982
108270 0.219067
108285 0.218255
108300 0.217779
108315 0.218909
108330 0.219333
108345 0.218735
108360 0.218237
108375 0.217432
108390 0.217549
108405 0.217538
108420 0.218552
108435 0.219657
108450 0.219939
108465 0.220051
108480 0.22034
108495 0.220357
108510 0.220092
108525 0.219307
108540 0.217643
108555 0.216592
108570 0.216973
108585 0.217824
108600 0.217841
108615 0.217421
108630 0.216847
108645 0.215844
108660 0.216374
108675 0.216005
108690 0.216425
108705 0.216705
108720 0.216609
108735 0.217676
108750 0.219803
108765 0.221921
108780 0.223939
108795 0.224375
108810 0.22562
108825 0.225462
108840 0.224772
108855 0.225761
108870 0.226792
108885 0.227509
108900 0.226775
108915 0.227033
108930 0.226944
108945 0.226797
108960 0.227463
108975 0.228742
108990 0.229243
109005 0.228828
109020 0.227349
109035 0.22499
109050 0.223248
109065 0.221482
109080 0.220941
109095 0.220504
109110 0.220495
109125 0.22151
109140 0.221278
109155 0.222382
109170 0.223539
109185 0.225179
109200 0.226857
109215 0.227006
109230 0.227727
109245 0.227458
109260 0.227199
109275 0.227002
109290 0.227001
109305 0.227547
109320 0.227967
109335 0.227313
109350 0.228145
109365 0.228544
109380 0.228108
109395 0.226173
109410 0.223777
109425 0.222675
109440 0.221776
109455 0.220068
109470 0.219269
109485 0.219189
109500 0.21975
109515 0.219619
109530 0.220459
109545 0.220968
109560 0.221312
109575 0.222403
109590 0.22264
109605 0.222749
109620 0.223045
109635 0.223011
109650 0.223473
109665 0.224086
109680 0.223882
109695 0.223969
109710 0.223896
109725 0.223419
109740 0.223609
109755 0.223178
109770 0.223849
109785 0.222856
109800 0.222814
109815 0.223252
109830 0.223705
109845 0.223706
109860 0.222763
109875 0.222785
109890 0.223608
109905 0.224596
109920 0.22517
109935 0.223976
109950 0.224292
109965 0.22431
109980 0.224672
109995 0.224475
110010 0.224782
110025 0.225295
110040 0.226114
110055 0.227283
110070 0.226897
110085 0.22636
110100 0.225518
110115 0.224582
110130 0.223534
110145 0.222335
110160 0.221184
110175 0.220799
110190 0.220418
110205 0.220447
110220 0.220908
110235 0.222246
110250 0.223068
110265 0.222602
110280 0.222233
110295 0.222057
110310 0.222447
110325 0.221704
110340 0.220925
110355 0.221142
110370 0.222957
110385 0.225282
110400 0.225059
110415 0.224439
110430 0.222674
110445 0.220605
110460 0.219821
110475 0.219944
110490 0.221306
110505 0.224205
110520 0.225672
110535 0.225669
110550 0.225799
110565 0.226494
110580 0.226402
110595 0.226424
110610 0.226468
110625 0.225245
110640 0.22411
110655 0.223195
110670 0.222285
110685 0.221987
110700 0.222214
110715 0.221679
110730 0.222011
110745 0.221026
110760 0.220421
110775 0.21991
110790 0.219362
110805 0.219979
110820 0.220561
110835 0.221061
110850 0.22105
110865 0.220794
110880 0.221245
110895 0.220621
110910 0.221599
110925 0.222833
110940 0.224241
110955 0.225111
110970 0.225539
110985 0.226531
111000 0.22664
111015 0.22694
111030 0.227181
111045 0.226606
111060 0.225551
111075 0.226424
111090 0.228209
111105 0.228973
111120 0.228195
111135 0.226904
111150 0.227242
111165 0.226454
111180 0.225672
111195 0.22563
111210 0.225127
111225 0.225247
111240 0.224598
111255 0.22406
111270 0.223835
111285 0.223386
111300 0.222438
111315 0.220187
111330 0.219139
111345 0.218369
111360 0.21807
111375 0.218639
111390 0.219574
111405 0.220858
111420 0.223199
111435 0.224136
111450 0.226255
111465 0.229063
111480 0.230326
111495 0.229816
111510 0.228964
111525 0.227967
111540 0.228529
111555 0.228212
111570 0.226246
111585 0.224472
111600 0.223646
111615 0.223763
111630 0.224314
111645 0.224528
111660 0.224354
111675 0.224469
111690 0.225955
111705 0.227365
111720 0.228962
111735 0.229912
111750 0.229204
111765 0.228264
111780 0.227411
111795 0.226534
111810 0.225083
111825 0.222858
111840 0.222405
111855 0.221212
111870 0.219922
111885 0.220536
111900 0.22089
111915 0.222035
111930 0.221649
111945 0.220879
111960 0.220697
111975 0.2201
111990 0.22109
112005 0.222275
112020 0.223535
112035 0.224634
112050 0.224628
112065 0.225917
112080 0.226848
112095 0.226699
112110 0.226347
112125 0.225885
112140 0.226625
112155 0.227472
112170 0.227397
112185 0.227172
112200 0.227048
112215 0.225739
112230 0.224605
112245 0.224092
112260 0.2239
112275 0.224657
112290 0.223516
112305 0.22198
112320 0.221068
112335 0.221012
112350 0.220987
112365 0.222323
112380 0.225192
112395 0.229314
112410 0.233024
112425 0.234377
112440 0.233856
112455 0.232968
112470 0.23357
112485 0.233848
112500 0.233932
112515 0.23362
112530 0.230597
112545 0.227894
112560 0.225803
112575 0.22427
112590 0.223544
112605 0.221482
112620 0.221011
112635 0.222428
112650 0.225353
112665 0.228951
112680 0.230791
112695 0.23141
112710 0.231459
112725 0.229392
112740 0.2281
112755 0.226499
112770 0.225326
112785 0.224804
112800 0.223906
112815 0.224139
112830 0.224655
112845 0.224656
112860 0.224961
112875 0.225457
112890 0.227011
112905 0.227628
112920 0.228098
112935 0.228806
112950 0.228904
112965 0.229224
112980 0.229247
112995 0.228898
113010 0.229347
113025 0.228734
113040 0.228298
113055 0.228287
113070 0.229047
113085 0.228962
113100 0.229296
113115 0.229941
113130 0.231794
113145 0.23283
113160 0.23228
113175 0.231615
113190 0.230811
113205 0.228731
113220 0.225975
113235 0.22298
113250 0.219885
113265 0.219596
113280 0.219627
113295 0.219732
113310 0.221854
113325 0.223484
113340 0.225397
113355 0.225884
113370 0.22674
113385 0.227067
113400 0.228008
113415 0.229135
113430 0.230642
113445 0.231957
113460 0.233564
113475 0.234844
113490 0.235734
113505 0.235789
113520 0.236816
113535 0.237006
113550 0.23589
113565 0.235466
113580 0.234752
113595 0.234681
113610 0.234503
113625 0.234065
113640 0.232461
113655 0.231601
113670 0.229558
113685 0.227968
113700 0.22537
113715 0.224122
113730 0.223116
113745 0.222278
113760 0.220972
113775 0.221249
113790 0.222176
113805 0.222566
113820 0.222379
113835 0.221811
113850 0.223779
113865 0.225715
113880 0.225567
113895 0.224291
113910 0.223833
113925 0.224522
113940 0.225858
113955 0.225978
113970 0.226961
113985 0.227997
114000 0.22991
114015 0.230658
114030 0.232066
114045 0.23189
114060 0.23102
114075 0.23158
114090 0.232257
114105 0.234542
114120 0.236916
114135 0.237762
114150 0.236647
114165 0.234181
114180 0.232242
114195 0.230978
114210 0.229254
114225 0.228618
114240 0.228189
114255 0.227453
114270 0.226583
114285 0.227542
114300 0.227727
114315 0.227879
114330 0.227662
114345 0.227816
114360 0.228677
114375 0.231077
114390 0.232852
114405 0.234417
114420 0.234554
114435 0.234738
114450 0.233186
114465 0.231112
114480 0.230111
114495 0.228627
114510 0.227654
114525 0.226369
114540 0.225997
114555 0.225809
114570 0.225323
114585 0.225597
114600 0.227456
114615 0.228252
114630 0.228794
114645 0.227231
114660 0.226734
114675 0.227409
114690 0.228504
114705 0.228577
114720 0.228914
114735 0.228331
114750 0.227423
114765 0.226971
114780 0.226549
114795 0.22723
114810 0.228844
114825 0.228725
114840 0.227259
114855 0.225483
114870 0.224552
114885 0.224994
114900 0.226803
114915 0.228577
114930 0.229727
114945 0.230309
114960 0.230885
114975 0.230752
114990 0.229973
115005 0.228786
115020 0.227583
115035 0.226319
115050 0.224542
115065 0.223793
115080 0.223197
115095 0.222892
115110 0.223447
115125 0.224331
115140 0.225672
115155 0.227115
115170 0.228973
115185 0.23122
115200 0.231396
115215 0.232018
115230 0.233256
115245 0.234637
115260 0.236106
115275 0.235331
115290 0.234297
115305 0.233159
115320 0.232821
115335 0.230929
115350 0.22947
115365 0.22807
115380 0.227387
115395 0.227129
115410 0.228057
115425 0.228574
115440 0.228895
115455 0.228808
115470 0.227636
115485 0.228739
115500 0.230399
115515 0.230725
115530 0.231445
115545 0.232031
115560 0.23147
115575 0.23323
115590 0.233818
115605 0.234625
115620 0.235059
115635 0.234989
115650 0.23439
115665 0.234151
115680 0.233452
115695 0.23154
115710 0.228622
115725 0.227526
115740 0.227614
115755 0.2272
115770 0.227819
115785 0.228242
115800 0.230735
115815 0.233277
115830 0.233875
115845 0.234202
115860 0.234822
115875 0.235428
115890 0.234706
115905 0.234614
115920 0.234404
115935 0.233677
115950 0.234084
115965 0.23285
115980 0.231772
115995 0.230605
116010 0.229037
116025 0.229767
116040 0.231168
116055 0.232311
116070 0.23289
116085 0.233709
116100 0.236028
116115 0.237262
116130 0.237563
116145 0.237827
116160 0.23728
116175 0.237765
116190 0.23741
116205 0.234331
116220 0.232902
116235 0.23146
116250 0.229249
116265 0.228619
116280 0.228861
116295 0.229646
116310 0.230638
116325 0.231524
116340 0.233326
116355 0.235226
116370 0.236193
116385 0.237195
116400 0.238329
116415 0.237667
116430 0.235422
116445 0.234188
116460 0.234116
116475 0.233889
116490 0.233479
116505 0.232141
116520 0.23272
116535 0.2321
116550 0.232932
116565 0.233475
116580 0.234052
116595 0.234516
116610 0.2344
116625 0.236221
116640 0.237723
116655 0.237717
116670 0.238027
116685 0.235954
116700 0.233852
116715 0.231216
116730 0.228961
116745 0.228624
116760 0.229089
116775 0.229531
116790 0.229632
116805 0.22938
116820 0.228821
116835 0.229122
116850 0.229832
116865 0.232063
116880 0.234136
116895 0.235416
116910 0.235271
116925 0.233272
116940 0.232947
116955 0.233177
116970 0.233017
116985 0.233481
117000 0.234251
117015 0.234889
117030 0.234219
117045 0.232403
117060 0.231903
117075 0.231405
117090 0.230875
117105 0.232168
117120 0.232468
117135 0.231578
117150 0.230296
117165 0.228657
117180 0.22852
117195 0.22986
117210 0.231334
117225 0.231397
117240 0.23177
117255 0.233341
117270 0.235119
117285 0.235988
117300 0.234652
117315 0.232161
117330 0.230444
117345 0.229496
117360 0.229599
117375 0.23202
117390 0.232958
117405 0.232749
117420 0.232626
117435 0.233085
117450 0.233099
117465 0.232519
117480 0.233374
117495 0.23324
117510 0.234011
117525 0.235866
117540 0.236164
117555 0.235876
117570 0.235059
117585 0.233959
117600 0.232345
117615 0.231792
117630 0.231636
117645 0.231128
117660 0.231334
117675 0.232221
117690 0.231771
117705 0.231353
117720 0.231648
117735 0.232146
117750 0.232382
117765 0.231639
117780 0.231199
117795 0.230927
117810 0.230584
117825 0.230832
