# Time-averaged data for fix msdDump
# TimeStep c_msdID[4]
135000 0
135015 0.0646661
135030 0.124281
135045 0.16895
135060 0.209788
135075 0.24223
135090 0.266173
135105 0.283099
135120 0.294772
135135 0.301015
135150 0.303168
135165 0.301319
135180 0.297143
135195 0.290715
135210 0.28318
135225 0.276961
135240 0.269882
135255 0.263844
135270 0.256557
135285 0.250387
135300 0.247346
135315 0.245224
135330 0.245789
135345 0.246536
135360 0.247729
135375 0.248918
135390 0.250736
135405 0.252024
135420 0.253533
135435 0.255116
135450 0.255835
135465 0.25617
135480 0.256603
135495 0.256007
135510 0.253903
135525 0.251709
135540 0.25196
135555 0.250982
135570 0.250303
135585 0.249918
135600 0.248878
135615 0.247843
135630 0.248404
135645 0.248742
135660 0.248963
135675 0.249947
135690 0.251376
135705 0.251554
135720 0.251223
135735 0.251463
135750 0.251527
135765 0.251254
135780 0.251815
135795 0.253155
135810 0.254305
135825 0.254243
135840 0.254703
135855 0.255064
135870 0.255103
135885 0.254033
135900 0.252002
135915 0.251806
135930 0.251864
135945 0.251636
135960 0.252615
135975 0.254433
135990 0.255674
136005 0.255943
136020 0.256262
136035 0.256452
136050 0.25607
136065 0.256537
136080 0.256728
136095 0.257825
136110 0.257284
136125 0.256706
136140 0.255705
136155 0.255404
136170 0.254217
136185 0.255524
136200 0.255716
136215 0.256102
136230 0.257062
136245 0.257197
136260 0.258238
136275 0.260495
136290 0.262481
136305 0.263409
136320 0.264193
136335 0.264964
136350 0.264181
136365 0.261382
136380 0.259346
136395 0.257297
136410 0.256525
136425 0.255531
136440 0.254404
136455 0.253829
136470 0.253765
136485 0.253947
136500 0.254009
136515 0.254045
136530 0.254487
136545 0.253896
136560 0.253912
136575 0.255149
136590 0.257803
136605 0.26019
136620 0.26061
136635 0.260011
136650 0.259636
136665 0.258911
136680 0.257591
136695 0.257432
136710 0.255055
136725 0.252458
136740 0.252318
136755 0.254054
136770 0.255835
136785 0.255955
136800 0.256552
136815 0.257198
136830 0.255973
136845 0.254653
136860 0.254769
136875 0.256062
136890 0.256064
136905 0.255273
136920 0.255016
136935 0.257148
136950 0.258111
136965 0.260502
136980 0.261707
136995 0.26217
137010 0.26279
137025 0.262035
137040 0.262274
137055 0.262662
137070 0.262655
137085 0.262284
137100 0.262423
137115 0.261131
137130 0.261125
137145 0.261085
137160 0.260519
137175 0.260049
137190 0.260268
137205 0.259672
137220 0.260789
137235 0.260541
137250 0.259628
137265 0.26012
137280 0.259168
137295 0.257044
137310 0.255738
137325 0.253385
137340 0.252656
137355 0.252079
137370 0.252246
137385 0.253325
137400 0.254262
137415 0.255115
137430 0.255605
137445 0.256302
137460 0.256801
137475 0.256149
137490 0.256446
137505 0.255333
137520 0.255195
137535 0.25531
137550 0.256147
137565 0.258016
137580 0.258883
137595 0.259111
137610 0.25885
137625 0.25847
137640 0.257575
137655 0.256859
137670 0.256904
137685 0.256601
137700 0.255675
137715 0.256163
137730 0.25763
137745 0.257668
137760 0.258225
137775 0.258308
137790 0.257696
137805 0.255831
137820 0.255019
137835 0.254801
137850 0.256827
137865 0.258532
137880 0.260619
137895 0.261333
137910 0.262405
137925 0.262944
137940 0.263251
137955 0.262862
137970 0.261661
137985 0.260162
138000 0.257891
138015 0.255978
138030 0.254326
138045 0.253443
138060 0.251595
138075 0.249032
138090 0.249165
138105 0.249413
138120 0.249811
138135 0.250555
138150 0.250922
138165 0.252059
138180 0.254179
138195 0.256011
138210 0.255963
138225 0.255247
138240 0.253521
138255 0.250606
138270 0.248797
138285 0.247541
138300 0.24775
138315 0.248965
138330 0.251111
138345 0.252712
138360 0.253671
138375 0.254891
138390 0.256119
138405 0.255982
138420 0.258415
138435 0.25903
138450 0.257631
138465 0.256646
138480 0.258987
138495 0.260597
138510 0.261085
138525 0.259855
138540 0.259525
138555 0.25917
138570 0.258084
138585 0.257633
138600 0.258363
138615 0.259129
138630 0.258455
138645 0.256939
138660 0.255642
138675 0.255416
138690 0.25566
138705 0.256381
138720 0.25542
138735 0.255448
138750 0.256004
138765 0.256698
138780 0.257425
138795 0.257071
138810 0.258602
138825 0.258743
138840 0.259089
138855 0.259667
138870 0.2599
138885 0.259964
138900 0.257983
138915 0.256885
138930 0.256823
138945 0.255125
138960 0.253489
138975 0.252774
138990 0.251538
139005 0.250274
139020 0.249204
139035 0.249288
139050 0.250867
139065 0.252228
139080 0.252412
139095 0.253037
139110 0.254551
