# Time-averaged data for fix msdDump
# TimeStep c_msdID[4]
345000 0
345015 0.116822
345030 0.237075
345045 0.326474
345060 0.406467
345075 0.474982
345090 0.531441
345105 0.577254
345120 0.612487
345135 0.636952
345150 0.654493
345165 0.664736
345180 0.667278
345195 0.666731
345210 0.664709
345225 0.656703
345240 0.647087
345255 0.636208
345270 0.624216
345285 0.614416
345300 0.607913
345315 0.604903
345330 0.597467
345345 0.59598
345360 0.594202
345375 0.591523
345390 0.58842
345405 0.588575
345420 0.590573
345435 0.591644
345450 0.592631
345465 0.597722
345480 0.606043
345495 0.608717
345510 0.612217
345525 0.617093
345540 0.615067
345555 0.616381
345570 0.619006
345585 0.61597
345600 0.613571
345615 0.611439
345630 0.608581
345645 0.605052
345660 0.603016
345675 0.598467
345690 0.591491
345705 0.587513
345720 0.587698
345735 0.587344
345750 0.586977
345765 0.583324
345780 0.582556
345795 0.583053
345810 0.582434
345825 0.581405
345840 0.58134
345855 0.580587
345870 0.582774
345885 0.584256
345900 0.58551
345915 0.585264
345930 0.586008
345945 0.58564
345960 0.582396
345975 0.580965
345990 0.581639
346005 0.581003
346020 0.581307
346035 0.579784
346050 0.581094
346065 0.58317
346080 0.582283
346095 0.583475
346110 0.584323
346125 0.581694
346140 0.582702
346155 0.581514
346170 0.585661
346185 0.589294
346200 0.593889
346215 0.600097
346230 0.60439
346245 0.604241
346260 0.602317
346275 0.602808
346290 0.60271
346305 0.600467
346320 0.599791
346335 0.59888
346350 0.596125
346365 0.596748
346380 0.595432
346395 0.59503
346410 0.596949
346425 0.600217
346440 0.601703
346455 0.604875
346470 0.609458
346485 0.614563
346500 0.620247
346515 0.6224
346530 0.623668
346545 0.621269
346560 0.619657
346575 0.619453
346590 0.620465
346605 0.619819
346620 0.61705
346635 0.615642
346650 0.614761
346665 0.610418
346680 0.607056
346695 0.607553
346710 0.606493
346725 0.606388
346740 0.606434
346755 0.603338
346770 0.603089
346785 0.606297
346800 0.608805
346815 0.610195
346830 0.608688
346845 0.607282
346860 0.604571
346875 0.602712
346890 0.596925
346905 0.590643
346920 0.588612
346935 0.588338
346950 0.586592
346965 0.585452
346980 0.582272
346995 0.582585
347010 0.583783
347025 0.584767
347040 0.589616
347055 0.591972
347070 0.59423
347085 0.594813
347100 0.597789
347115 0.600981
347130 0.602853
347145 0.601146
347160 0.600344
347175 0.601103
347190 0.602781
347205 0.602183
347220 0.604526
347235 0.608171
347250 0.608965
347265 0.609208
347280 0.609733
347295 0.610907
347310 0.61131
347325 0.608152
347340 0.60668
347355 0.607403
347370 0.605799
347385 0.604486
347400 0.605552
347415 0.605459
347430 0.604437
347445 0.603631
347460 0.60601
347475 0.608619
347490 0.606302
347505 0.604411
347520 0.605434
347535 0.607696
347550 0.609715
347565 0.612094
347580 0.611438
347595 0.606841
347610 0.602018
347625 0.600157
347640 0.595811
347655 0.594539
347670 0.590361
347685 0.584655
347700 0.583823
347715 0.582649
347730 0.583765
347745 0.583154
347760 0.583937
347775 0.583316
347790 0.583161
347805 0.584562
347820 0.588189
347835 0.594839
347850 0.598492
347865 0.601636
347880 0.602396
347895 0.601651
347910 0.601949
347925 0.60074
347940 0.600815
347955 0.601241
347970 0.602077
347985 0.601014
348000 0.601706
348015 0.600625
348030 0.597969
348045 0.597159
348060 0.595947
348075 0.596813
348090 0.59937
348105 0.604001
348120 0.608747
348135 0.613592
348150 0.614463
348165 0.615057
348180 0.613208
348195 0.608959
348210 0.607923
348225 0.605899
348240 0.603565
348255 0.600501
348270 0.598291
348285 0.59851
348300 0.59982
348315 0.597125
348330 0.593864
348345 0.593311
