# Time-averaged data for fix msdDump
# TimeStep c_msdID[4]
315000 0
315015 0.109584
315030 0.220184
315045 0.304005
315060 0.383554
315075 0.448788
315090 0.504371
315105 0.543051
315120 0.569291
315135 0.590249
315150 0.600318
315165 0.602271
315180 0.597277
315195 0.591426
315210 0.582137
315225 0.569856
315240 0.55582
315255 0.539623
315270 0.524511
315285 0.512812
315300 0.500662
315315 0.492318
315330 0.489205
315345 0.484803
315360 0.481332
315375 0.479275
315390 0.48062
315405 0.481103
315420 0.485806
315435 0.492351
315450 0.497193
315465 0.501604
315480 0.502581
315495 0.505101
315510 0.508265
315525 0.510189
315540 0.511728
315555 0.509997
315570 0.509987
315585 0.50945
315600 0.510378
315615 0.511374
315630 0.508961
315645 0.505321
315660 0.501286
315675 0.49855
315690 0.498866
315705 0.499868
315720 0.500463
315735 0.499487
315750 0.499039
315765 0.499883
315780 0.499991
315795 0.500299
315810 0.501162
315825 0.499918
315840 0.498079
315855 0.498754
315870 0.499784
315885 0.502589
315900 0.501782
315915 0.503417
315930 0.507543
315945 0.508837
315960 0.51039
315975 0.51126
315990 0.510511
316005 0.507812
316020 0.507272
316035 0.50644
316050 0.504715
316065 0.503688
316080 0.501662
316095 0.501511
316110 0.499972
316125 0.496439
316140 0.493799
316155 0.494632
316170 0.494764
316185 0.494146
316200 0.491828
316215 0.489386
316230 0.49118
316245 0.490537
316260 0.489088
316275 0.489465
316290 0.491556
316305 0.492327
316320 0.493654
316335 0.493582
316350 0.494445
316365 0.4986
316380 0.50287
316395 0.505586
316410 0.503006
316425 0.501482
316440 0.501578
316455 0.502956
316470 0.505712
316485 0.504427
316500 0.502586
316515 0.500318
316530 0.498911
316545 0.497586
316560 0.495951
316575 0.496972
316590 0.500724
316605 0.502911
316620 0.504686
316635 0.505688
316650 0.506894
316665 0.508012
316680 0.508133
316695 0.504319
316710 0.506159
316725 0.50952
316740 0.511903
316755 0.513763
316770 0.514205
316785 0.516392
316800 0.517743
316815 0.517458
316830 0.516454
316845 0.515408
316860 0.51515
316875 0.513913
316890 0.514769
316905 0.511486
316920 0.507322
316935 0.504572
316950 0.504989
316965 0.505822
316980 0.509054
316995 0.511204
317010 0.511845
317025 0.513532
317040 0.515703
317055 0.516357
317070 0.516849
317085 0.515504
317100 0.516467
317115 0.516495
317130 0.516742
