# Time-averaged data for fix msdDump
# TimeStep c_msdID[4]
285000 0
285015 0.101022
285030 0.201897
285045 0.27598
285060 0.340743
285075 0.396387
285090 0.442715
285105 0.4778
285120 0.500424
285135 0.515569
285150 0.524063
285165 0.525796
285180 0.522748
285195 0.514109
285210 0.503743
285225 0.494702
285240 0.485278
285255 0.47513
285270 0.465474
285285 0.457177
285300 0.450553
285315 0.445111
285330 0.443482
285345 0.441735
285360 0.440134
285375 0.439467
285390 0.440068
285405 0.440749
285420 0.444867
285435 0.449383
285450 0.455615
285465 0.460045
285480 0.461696
285495 0.462689
285510 0.46026
285525 0.458502
285540 0.458032
285555 0.456068
285570 0.453656
285585 0.447734
285600 0.442525
285615 0.43755
285630 0.43378
285645 0.43023
285660 0.428756
285675 0.43107
285690 0.431706
285705 0.431195
285720 0.431613
285735 0.433072
285750 0.434629
285765 0.436029
285780 0.436478
285795 0.43782
285810 0.437282
285825 0.43258
285840 0.431845
285855 0.429742
285870 0.430319
285885 0.432193
285900 0.432732
285915 0.433311
285930 0.432494
285945 0.432113
285960 0.429774
285975 0.428433
285990 0.427823
286005 0.428791
286020 0.43251
286035 0.435295
286050 0.437028
286065 0.440203
286080 0.442978
286095 0.447485
286110 0.452846
286125 0.456395
286140 0.460603
286155 0.462711
286170 0.460949
286185 0.458264
286200 0.457593
286215 0.457722
286230 0.456985
286245 0.456378
286260 0.455057
286275 0.458191
286290 0.458669
286305 0.458893
286320 0.458055
286335 0.458954
286350 0.458606
286365 0.459976
286380 0.459226
286395 0.455812
286410 0.45197
286425 0.448779
286440 0.448264
286455 0.44888
286470 0.448174
286485 0.445113
286500 0.440824
286515 0.437756
286530 0.434671
286545 0.432183
286560 0.429947
286575 0.430415
286590 0.432276
286605 0.435679
286620 0.43852
286635 0.439557
286650 0.443144
286665 0.444475
286680 0.447544
286695 0.451578
286710 0.451893
286725 0.450618
286740 0.447271
286755 0.443967
286770 0.441855
286785 0.439744
286800 0.439646
286815 0.441251
286830 0.44359
286845 0.444233
286860 0.443438
286875 0.442853
286890 0.441067
286905 0.441799
286920 0.43969
286935 0.435227
286950 0.43439
286965 0.43448
286980 0.434308
286995 0.435788
287010 0.436667
287025 0.43973
287040 0.442347
287055 0.444368
287070 0.447924
287085 0.45193
287100 0.454668
287115 0.45554
287130 0.457332
287145 0.460966
287160 0.461855
287175 0.46084
287190 0.458434
287205 0.456551
287220 0.456391
287235 0.455866
287250 0.456265
287265 0.454723
287280 0.450452
287295 0.446764
287310 0.443887
287325 0.441554
287340 0.436688
287355 0.432732
287370 0.42993
287385 0.42925
287400 0.427174
287415 0.427423
287430 0.4268
287445 0.424459
287460 0.424764
287475 0.427532
287490 0.431159
287505 0.434602
287520 0.437857
287535 0.441403
287550 0.443503
287565 0.445096
287580 0.44444
287595 0.443069
287610 0.440636
287625 0.437242
287640 0.435595
287655 0.436395
287670 0.438291
287685 0.436908
287700 0.437586
287715 0.438861
287730 0.44085
287745 0.442867
287760 0.446298
287775 0.448283
287790 0.45002
287805 0.451691
287820 0.452195
287835 0.453209
287850 0.452774
287865 0.450095
287880 0.446598
287895 0.445112
287910 0.443022
287925 0.441623
287940 0.441053
287955 0.438865
287970 0.438984
287985 0.442812
288000 0.446125
288015 0.446648
288030 0.4461
288045 0.445538
288060 0.446459
288075 0.447133
288090 0.447121
288105 0.445059
288120 0.444517
288135 0.4438
288150 0.441939
288165 0.439406
288180 0.437669
288195 0.436438
288210 0.436594
288225 0.435798
288240 0.43509
288255 0.432946
288270 0.429872
288285 0.428569
288300 0.430844
288315 0.43341
288330 0.435611
288345 0.438095
288360 0.441202
288375 0.442408
288390 0.442741
288405 0.442936
288420 0.443965
288435 0.444722
288450 0.444573
288465 0.44267
288480 0.440901
288495 0.440844
288510 0.440749
288525 0.44137
288540 0.441266
288555 0.441873
288570 0.440376
288585 0.437108
288600 0.436055
288615 0.4356
288630 0.434957
288645 0.435237
288660 0.434561
288675 0.436338
288690 0.435993
288705 0.436046
288720 0.437528
288735 0.438734
288750 0.440024
288765 0.442505
288780 0.445247
288795 0.449637
288810 0.453556
288825 0.455118
288840 0.45544
288855 0.456181
288870 0.45534
288885 0.453914
288900 0.454189
288915 0.4574
288930 0.456762
288945 0.455445
288960 0.454899
288975 0.45449
288990 0.456503
289005 0.455906
289020 0.453008
289035 0.450866
289050 0.449824
289065 0.447706
289080 0.44886
289095 0.450513
289110 0.451004
289125 0.450948
289140 0.450403
289155 0.451352
289170 0.453057
289185 0.453971
289200 0.452248
289215 0.448755
289230 0.444599
289245 0.443252
289260 0.440356
289275 0.440209
289290 0.440126
289305 0.438278
289320 0.435646
289335 0.438367
289350 0.44218
289365 0.445424
289380 0.446471
289395 0.446768
289410 0.447619
289425 0.450711
289440 0.448398
289455 0.446144
289470 0.444869
289485 0.442453
289500 0.441821
289515 0.440986
289530 0.439822
289545 0.440762
289560 0.439864
289575 0.440266
289590 0.442673
289605 0.44526
289620 0.446105
289635 0.44321
289650 0.440174
289665 0.439044
289680 0.438017
289695 0.440208
289710 0.439762
289725 0.439
289740 0.438794
289755 0.439979
289770 0.43968
289785 0.44013
289800 0.44152
289815 0.443347
289830 0.444578
289845 0.445024
289860 0.446685
289875 0.44914
289890 0.450604
289905 0.450011
289920 0.447901
289935 0.448455
289950 0.449432
289965 0.448196
289980 0.44525
289995 0.446579
290010 0.448313
290025 0.450841
290040 0.451798
290055 0.450246
290070 0.449018
290085 0.446497
290100 0.445306
290115 0.44385
290130 0.443415
290145 0.440837
290160 0.437825
290175 0.436976
290190 0.435642
290205 0.434476
290220 0.434251
290235 0.435297
290250 0.437714
290265 0.439694
290280 0.439094
290295 0.440424
290310 0.441981
290325 0.444381
290340 0.446255
290355 0.448405
290370 0.448197
290385 0.447208
290400 0.448718
290415 0.450977
290430 0.452902
290445 0.455068
290460 0.45593
290475 0.452619
290490 0.450929
290505 0.448188
290520 0.447894
290535 0.446453
290550 0.445077
290565 0.443435
290580 0.445165
290595 0.448861
290610 0.451983
290625 0.450561
290640 0.451311
290655 0.453005
290670 0.454282
290685 0.456828
290700 0.457004
290715 0.455577
290730 0.453025
290745 0.448471
290760 0.445528
290775 0.443849
290790 0.440753
290805 0.441407
290820 0.439847
290835 0.437061
290850 0.436878
290865 0.439515
290880 0.440804
290895 0.44137
290910 0.441173
290925 0.439163
290940 0.439576
290955 0.443543
290970 0.446835
290985 0.449864
291000 0.451229
291015 0.453117
291030 0.45429
291045 0.455195
291060 0.455022
291075 0.452207
291090 0.45055
291105 0.450207
291120 0.450373
291135 0.448697
291150 0.449988
291165 0.4483
291180 0.447156
291195 0.445419
291210 0.442756
291225 0.438645
291240 0.437423
291255 0.439977
291270 0.442639
291285 0.444106
291300 0.447331
291315 0.450972
291330 0.454324
291345 0.45674
291360 0.457842
291375 0.457828
291390 0.455875
291405 0.455762
291420 0.456188
291435 0.457528
291450 0.458233
291465 0.45966
291480 0.46082
291495 0.458893
291510 0.456084
291525 0.456428
291540 0.457366
291555 0.456948
291570 0.455714
291585 0.455709
291600 0.455137
291615 0.455756
291630 0.455018
291645 0.454947
291660 0.453274
291675 0.450791
291690 0.449088
291705 0.448671
291720 0.448727
291735 0.448089
291750 0.450473
291765 0.449416
291780 0.446247
291795 0.443082
291810 0.442187
291825 0.443962
291840 0.446421
291855 0.446656
291870 0.446244
291885 0.445617
291900 0.445698
291915 0.448463
291930 0.44888
291945 0.451045
291960 0.452345
291975 0.454134
291990 0.453479
292005 0.453175
292020 0.453167
292035 0.451232
292050 0.449611
292065 0.446842
292080 0.444241
292095 0.446947
292110 0.450851
292125 0.451433
292140 0.451572
292155 0.453316
292170 0.454056
292185 0.452641
292200 0.451343
292215 0.447942
292230 0.444141
292245 0.441743
292260 0.439285
292275 0.439198
292290 0.440956
292305 0.439855
292320 0.440025
292335 0.440683
292350 0.439872
292365 0.441244
292380 0.444329
292395 0.444899
292410 0.445982
292425 0.447007
292440 0.445583
292455 0.446103
292470 0.446043
292485 0.446637
292500 0.447234
292515 0.446491
