LAMMPS Description

     5184  atoms
     0  bonds
     0  angles
     0  dihedrals
     0  impropers

     2  atom types

  0.0 42.72 xlo xhi
  0.0 42.72 ylo yhi
  0.0 42.72 zlo zhi

Masses

    1 28.0855
    2  15.9994

Atoms # atomic

572 2 0.89 27.59 41.83
573 2 0.89 24.03 38.27
574 2 4.45 27.59 38.27
575 2 6.23 27.59 36.49
576 2 6.23 22.25 41.83
577 1 0.0 28.48 0.0
578 1 0.0 32.04 3.56
579 1 1.78 30.26 1.78
580 1 3.56 28.48 3.56
581 1 1.78 33.82 5.34
582 1 5.34 33.82 1.78
583 1 3.56 32.04 0.0
584 1 5.34 30.26 5.34
585 2 0.89 29.37 0.89
586 2 6.23 32.93 2.67
587 2 2.67 31.15 0.89
588 2 4.45 29.37 4.45
589 2 0.89 32.93 4.45
590 2 4.45 32.93 0.89
591 2 2.67 34.71 4.45
592 2 2.67 29.37 2.67
593 2 4.45 31.15 6.23
594 2 6.23 31.15 4.45
595 2 2.67 32.93 6.23
596 2 0.89 34.71 6.23
597 2 0.89 31.15 2.67
598 2 4.45 34.71 2.67
599 2 6.23 34.71 0.89
600 2 6.23 29.37 6.23
601 1 0.0 28.48 7.12
602 1 0.0 32.04 10.68
603 1 1.78 30.26 8.9
604 1 3.56 28.48 10.68
605 1 1.78 33.82 12.46
606 1 5.34 33.82 8.9
607 1 3.56 32.04 7.12
608 1 5.34 30.26 12.46
609 2 0.89 29.37 8.01
610 2 6.23 32.93 9.79
611 2 2.67 31.15 8.01
612 2 4.45 29.37 11.57
613 2 0.89 32.93 11.57
614 2 4.45 32.93 8.01
615 2 2.67 34.71 11.57
616 2 2.67 29.37 9.79
617 2 4.45 31.15 13.35
618 2 6.23 31.15 11.57
619 2 2.67 32.93 13.35
620 2 0.89 34.71 13.35
621 2 0.89 31.15 9.79
622 2 4.45 34.71 9.79
623 2 6.23 34.71 8.01
624 2 6.23 29.37 13.35
625 1 0.0 28.48 14.24
626 1 0.0 32.04 17.8
627 1 1.78 30.26 16.02
628 1 3.56 28.48 17.8
629 1 1.78 33.82 19.58
630 1 5.34 33.82 16.02
631 1 3.56 32.04 14.24
632 1 5.34 30.26 19.58
633 2 0.89 29.37 15.13
634 2 6.23 32.93 16.91
635 2 2.67 31.15 15.13
636 2 4.45 29.37 18.69
637 2 0.89 32.93 18.69
638 2 4.45 32.93 15.13
639 2 2.67 34.71 18.69
640 2 2.67 29.37 16.91
641 2 4.45 31.15 20.47
642 2 6.23 31.15 18.69
643 2 2.67 32.93 20.47
644 2 0.89 34.71 20.47
645 2 0.89 31.15 16.91
646 2 4.45 34.71 16.91
647 2 6.23 34.71 15.13
648 2 6.23 29.37 20.47
649 1 0.0 28.48 21.36
650 1 0.0 32.04 24.92
651 1 1.78 30.26 23.14
652 1 3.56 28.48 24.92
653 1 1.78 33.82 26.7
654 1 5.34 33.82 23.14
655 1 3.56 32.04 21.36
656 1 5.34 30.26 26.7
657 2 0.89 29.37 22.25
658 2 6.23 32.93 24.03
